rank	slug	city	state	voice	art_kit	briefing
383	kuala_lumpur_my	Kuala Lumpur	MY	Kyoko	Monsoon Port	Radio briefing: Kuala Lumpur, MY is stop 383 on the national route. Secure the Kuala Lumpur Relay Bridge in the Monsoon Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
384	xi_an_cn	Xi'an	CN	Kyoko	Neon Megacity	Radio briefing: Xi'an, CN is stop 384 on the national route. Secure the Xi'an Power Crown in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
385	hong_kong_hk	Hong Kong	HK	Kyoko	Neon Megacity	Radio briefing: Hong Kong, HK is stop 385 on the national route. Secure the Hong Kong Signal Spire in the Neon Megacity, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
386	hangzhou_cn	Hangzhou	CN	Kyoko	Neon Megacity	Radio briefing: Hangzhou, CN is stop 386 on the national route. Secure the Hangzhou Rescue Arch in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
387	foshan_cn	Foshan	CN	Kyoko	Neon Megacity	Radio briefing: Foshan, CN is stop 387 on the national route. Secure the Foshan Data Beacon in the Neon Megacity, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
388	shenyang_cn	Shenyang	CN	Kyoko	Neon Megacity	Radio briefing: Shenyang, CN is stop 388 on the national route. Secure the Shenyang Command Obelisk in the Neon Megacity, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
389	riyadh_sa	Riyadh	SA	Maged	Middle East Solar Hub	Radio briefing: Riyadh, SA is stop 389 on the national route. Secure the Riyadh Relay Bridge in the Middle East Solar Hub, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
390	baghdad_iq	Baghdad	IQ	Maged	Middle East Solar Hub	Radio briefing: Baghdad, IQ is stop 390 on the national route. Secure the Baghdad Power Crown in the Middle East Solar Hub, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
391	santiago_cl	Santiago	CL	Diego	Latin Metro	Radio briefing: Santiago, CL is stop 391 on the national route. Secure the Santiago Signal Spire in the Latin Metro, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
392	surat_in	Surat	IN	Alex	Monsoon Megacity	Radio briefing: Surat, IN is stop 392 on the national route. Secure the Surat Rescue Arch in the Monsoon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
393	madrid_es	Madrid	ES	Daniel	Historic Core	Radio briefing: Madrid, ES is stop 393 on the national route. Secure the Madrid Data Beacon in the Historic Core, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
394	toronto_ca_on	Toronto	CA-ON	Samantha	Great Lakes Industrial	Radio briefing: Toronto, CA-ON is stop 394 on the national route. Secure the Toronto Command Obelisk in the Great Lakes Industrial, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
395	belo_horizonte_br	Belo Horizonte	BR	Diego	Latin Metro	Radio briefing: Belo Horizonte, BR is stop 395 on the national route. Secure the Belo Horizonte Relay Bridge in the Latin Metro, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
396	singapore_sg	Singapore	SG	Kyoko	Neon Megacity	Radio briefing: Singapore, SG is stop 396 on the national route. Secure the Singapore Power Crown in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
397	barcelona_es	Barcelona	ES	Daniel	Historic Core	Radio briefing: Barcelona, ES is stop 397 on the national route. Secure the Barcelona Signal Spire in the Historic Core, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
398	alexandria_eg	Alexandria	EG	Tessa	African Urban Relay	Radio briefing: Alexandria, EG is stop 398 on the national route. Secure the Alexandria Rescue Arch in the African Urban Relay, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
399	casablanca_ma	Casablanca	MA	Victoria	African Urban Relay	Radio briefing: Casablanca, MA is stop 399 on the national route. Secure the Casablanca Data Beacon in the African Urban Relay, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
400	melbourne_au	Melbourne	AU	Karen	Oceania Harbor	Radio briefing: Melbourne, AU is stop 400 on the national route. Secure the Melbourne Command Obelisk in the Oceania Harbor, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
401	sydney_au	Sydney	AU	Karen	Oceania Harbor	Radio briefing: Sydney, AU is stop 401 on the national route. Secure the Sydney Relay Bridge in the Oceania Harbor, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
402	berlin_de	Berlin	DE	Daniel	Historic Core	Radio briefing: Berlin, DE is stop 402 on the national route. Secure the Berlin Power Crown in the Historic Core, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
403	rome_it	Rome	IT	Daniel	Historic Core	Radio briefing: Rome, IT is stop 403 on the national route. Secure the Rome Signal Spire in the Historic Core, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
404	dubai_ae	Dubai	AE	Maged	Middle East Solar Hub	Radio briefing: Dubai, AE is stop 404 on the national route. Secure the Dubai Rescue Arch in the Middle East Solar Hub, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
405	abu_dhabi_ae	Abu Dhabi	AE	Maged	Middle East Solar Hub	Radio briefing: Abu Dhabi, AE is stop 405 on the national route. Secure the Abu Dhabi Data Beacon in the Middle East Solar Hub, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
406	nairobi_ke	Nairobi	KE	Tessa	African Urban Relay	Radio briefing: Nairobi, KE is stop 406 on the national route. Secure the Nairobi Command Obelisk in the African Urban Relay, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
407	johannesburg_za	Johannesburg	ZA	Tessa	African Urban Relay	Radio briefing: Johannesburg, ZA is stop 407 on the national route. Secure the Johannesburg Relay Bridge in the African Urban Relay, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
408	cape_town_za	Cape Town	ZA	Tessa	African Urban Relay	Radio briefing: Cape Town, ZA is stop 408 on the national route. Secure the Cape Town Power Crown in the African Urban Relay, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
409	addis_ababa_et	Addis Ababa	ET	Tessa	African Urban Relay	Radio briefing: Addis Ababa, ET is stop 409 on the national route. Secure the Addis Ababa Signal Spire in the African Urban Relay, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
410	dar_es_salaam_tz	Dar es Salaam	TZ	Tessa	African Urban Relay	Radio briefing: Dar es Salaam, TZ is stop 410 on the national route. Secure the Dar es Salaam Rescue Arch in the African Urban Relay, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
411	accra_gh	Accra	GH	Tessa	African Urban Relay	Radio briefing: Accra, GH is stop 411 on the national route. Secure the Accra Data Beacon in the African Urban Relay, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
412	abidjan_ci	Abidjan	CI	Tessa	African Urban Relay	Radio briefing: Abidjan, CI is stop 412 on the national route. Secure the Abidjan Command Obelisk in the African Urban Relay, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
413	algiers_dz	Algiers	DZ	Tessa	African Urban Relay	Radio briefing: Algiers, DZ is stop 413 on the national route. Secure the Algiers Relay Bridge in the African Urban Relay, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
414	tunis_tn	Tunis	TN	Daniel	African Urban Relay	Radio briefing: Tunis, TN is stop 414 on the national route. Secure the Tunis Power Crown in the African Urban Relay, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
415	rabat_ma	Rabat	MA	Victoria	African Urban Relay	Radio briefing: Rabat, MA is stop 415 on the national route. Secure the Rabat Signal Spire in the African Urban Relay, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
416	montreal_ca_qc	Montreal	CA-QC	Samantha	Great Lakes Industrial	Radio briefing: Montreal, CA-QC is stop 416 on the national route. Secure the Montreal Rescue Arch in the Great Lakes Industrial, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
417	vancouver_ca_bc	Vancouver	CA-BC	Samantha	Great Lakes Industrial	Radio briefing: Vancouver, CA-BC is stop 417 on the national route. Secure the Vancouver Data Beacon in the Great Lakes Industrial, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
418	calgary_ca_ab	Calgary	CA-AB	Samantha	Great Lakes Industrial	Radio briefing: Calgary, CA-AB is stop 418 on the national route. Secure the Calgary Command Obelisk in the Great Lakes Industrial, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
419	ottawa_ca_on	Ottawa	CA-ON	Samantha	Great Lakes Industrial	Radio briefing: Ottawa, CA-ON is stop 419 on the national route. Secure the Ottawa Relay Bridge in the Great Lakes Industrial, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
420	havana_cu	Havana	CU	Diego	Latin Metro	Radio briefing: Havana, CU is stop 420 on the national route. Secure the Havana Power Crown in the Latin Metro, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
421	santo_domingo_do	Santo Domingo	DO	Diego	Latin Metro	Radio briefing: Santo Domingo, DO is stop 421 on the national route. Secure the Santo Domingo Signal Spire in the Latin Metro, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
422	guatemala_city_gt	Guatemala City	GT	Diego	Latin Metro	Radio briefing: Guatemala City, GT is stop 422 on the national route. Secure the Guatemala City Rescue Arch in the Latin Metro, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
423	san_salvador_sv	San Salvador	SV	Diego	Latin Metro	Radio briefing: San Salvador, SV is stop 423 on the national route. Secure the San Salvador Data Beacon in the Latin Metro, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
424	panama_city_pa	Panama City	PA	Victoria	Latin Metro	Radio briefing: Panama City, PA is stop 424 on the national route. Secure the Panama City Command Obelisk in the Latin Metro, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
425	quito_ec	Quito	EC	Diego	Latin Metro	Radio briefing: Quito, EC is stop 425 on the national route. Secure the Quito Relay Bridge in the Latin Metro, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
426	caracas_ve	Caracas	VE	Diego	Latin Metro	Radio briefing: Caracas, VE is stop 426 on the national route. Secure the Caracas Power Crown in the Latin Metro, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
427	medellin_co	Medellin	CO	Samantha	Latin Metro	Radio briefing: Medellin, CO is stop 427 on the national route. Secure the Medellin Signal Spire in the Latin Metro, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
428	montevideo_uy	Montevideo	UY	Diego	Latin Metro	Radio briefing: Montevideo, UY is stop 428 on the national route. Secure the Montevideo Rescue Arch in the Latin Metro, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
429	la_paz_bo	La Paz	BO	Diego	Latin Metro	Radio briefing: La Paz, BO is stop 429 on the national route. Secure the La Paz Data Beacon in the Latin Metro, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
430	asuncion_py	Asuncion	PY	Diego	Latin Metro	Radio briefing: Asuncion, PY is stop 430 on the national route. Secure the Asuncion Command Obelisk in the Latin Metro, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
431	brasilia_br	Brasilia	BR	Diego	Latin Metro	Radio briefing: Brasilia, BR is stop 431 on the national route. Secure the Brasilia Relay Bridge in the Latin Metro, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
432	recife_br	Recife	BR	Diego	Latin Metro	Radio briefing: Recife, BR is stop 432 on the national route. Secure the Recife Power Crown in the Latin Metro, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
433	salvador_br	Salvador	BR	Diego	Latin Metro	Radio briefing: Salvador, BR is stop 433 on the national route. Secure the Salvador Signal Spire in the Latin Metro, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
434	fortaleza_br	Fortaleza	BR	Diego	Latin Metro	Radio briefing: Fortaleza, BR is stop 434 on the national route. Secure the Fortaleza Rescue Arch in the Latin Metro, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
435	manaus_br	Manaus	BR	Diego	Latin Metro	Radio briefing: Manaus, BR is stop 435 on the national route. Secure the Manaus Data Beacon in the Latin Metro, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
436	curitiba_br	Curitiba	BR	Diego	Latin Metro	Radio briefing: Curitiba, BR is stop 436 on the national route. Secure the Curitiba Command Obelisk in the Latin Metro, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
437	porto_alegre_br	Porto Alegre	BR	Diego	Latin Metro	Radio briefing: Porto Alegre, BR is stop 437 on the national route. Secure the Porto Alegre Relay Bridge in the Latin Metro, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
438	yokohama_jp	Yokohama	JP	Kyoko	Neon Megacity	Radio briefing: Yokohama, JP is stop 438 on the national route. Secure the Yokohama Power Crown in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
439	fukuoka_jp	Fukuoka	JP	Kyoko	Neon Megacity	Radio briefing: Fukuoka, JP is stop 439 on the national route. Secure the Fukuoka Signal Spire in the Neon Megacity, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
440	sapporo_jp	Sapporo	JP	Kyoko	Neon Megacity	Radio briefing: Sapporo, JP is stop 440 on the national route. Secure the Sapporo Rescue Arch in the Neon Megacity, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
441	taipei_tw	Taipei	TW	Kyoko	Neon Megacity	Radio briefing: Taipei, TW is stop 441 on the national route. Secure the Taipei Data Beacon in the Neon Megacity, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
442	kaohsiung_tw	Kaohsiung	TW	Kyoko	Neon Megacity	Radio briefing: Kaohsiung, TW is stop 442 on the national route. Secure the Kaohsiung Command Obelisk in the Neon Megacity, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
443	quezon_city_ph	Quezon City	PH	Kyoko	Monsoon Port	Radio briefing: Quezon City, PH is stop 443 on the national route. Secure the Quezon City Relay Bridge in the Monsoon Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
444	davao_city_ph	Davao City	PH	Kyoko	Monsoon Port	Radio briefing: Davao City, PH is stop 444 on the national route. Secure the Davao City Power Crown in the Monsoon Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
445	hanoi_vn	Hanoi	VN	Kyoko	Monsoon Port	Radio briefing: Hanoi, VN is stop 445 on the national route. Secure the Hanoi Signal Spire in the Monsoon Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
446	phnom_penh_kh	Phnom Penh	KH	Kyoko	Monsoon Port	Radio briefing: Phnom Penh, KH is stop 446 on the national route. Secure the Phnom Penh Rescue Arch in the Monsoon Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
447	yangon_mm	Yangon	MM	Kyoko	Monsoon Port	Radio briefing: Yangon, MM is stop 447 on the national route. Secure the Yangon Data Beacon in the Monsoon Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
448	mandalay_mm	Mandalay	MM	Kyoko	Monsoon Port	Radio briefing: Mandalay, MM is stop 448 on the national route. Secure the Mandalay Command Obelisk in the Monsoon Port, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
449	vientiane_lao	Vientiane	LAO	Kyoko	Monsoon Port	Radio briefing: Vientiane, LAO is stop 449 on the national route. Secure the Vientiane Relay Bridge in the Monsoon Port, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
450	bandung_id	Bandung	ID	Samantha	Monsoon Port	Radio briefing: Bandung, ID is stop 450 on the national route. Secure the Bandung Power Crown in the Monsoon Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
451	surabaya_id	Surabaya	ID	Samantha	Monsoon Port	Radio briefing: Surabaya, ID is stop 451 on the national route. Secure the Surabaya Signal Spire in the Monsoon Port, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
452	medan_id	Medan	ID	Samantha	Monsoon Port	Radio briefing: Medan, ID is stop 452 on the national route. Secure the Medan Rescue Arch in the Monsoon Port, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
453	denpasar_id	Denpasar	ID	Samantha	Monsoon Port	Radio briefing: Denpasar, ID is stop 453 on the national route. Secure the Denpasar Data Beacon in the Monsoon Port, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
454	auckland_nz	Auckland	NZ	Karen	Oceania Harbor	Radio briefing: Auckland, NZ is stop 454 on the national route. Secure the Auckland Command Obelisk in the Oceania Harbor, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 2: numbered pylons emphasize checking 15 before 3 or 5.
455	warsaw_pl	Warsaw	PL	Daniel	Historic Core	Radio briefing: Warsaw, PL is stop 455 on the national route. Secure the Warsaw Relay Bridge in the Historic Core, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 3: paired light posts teach left/right character comparisons.
456	amsterdam_nl	Amsterdam	NL	Daniel	Historic Core	Radio briefing: Amsterdam, NL is stop 456 on the national route. Secure the Amsterdam Power Crown in the Historic Core, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
457	lisbon_pt	Lisbon	PT	Daniel	Historic Core	Radio briefing: Lisbon, PT is stop 457 on the national route. Secure the Lisbon Signal Spire in the Historic Core, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 1: node markers show current, next, and stop sentinel movement.
458	rotterdam_nl	Rotterdam	NL	Daniel	Historic Core	Radio briefing: Rotterdam, NL is stop 458 on the national route. Secure the Rotterdam Rescue Arch in the Historic Core, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
459	manchester_gb	Manchester	GB	Daniel	Historic Core	Radio briefing: Manchester, GB is stop 459 on the national route. Secure the Manchester Data Beacon in the Historic Core, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 3: even-number lanes lead to rescue while odd lanes become decoys.
460	birmingham_gb	Birmingham	GB	Daniel	Historic Core	Radio briefing: Birmingham, GB is stop 460 on the national route. Secure the Birmingham Command Obelisk in the Historic Core, finish the loops, divisibility, and ordered branches lesson, then extract the survivor team. New city feature: Beacon cycle yard 4: numbered pylons emphasize checking 15 before 3 or 5.
461	saint_petersburg_ru	Saint Petersburg	RU	Daniel	Historic Core	Radio briefing: Saint Petersburg, RU is stop 461 on the national route. Secure the Saint Petersburg Relay Bridge in the Historic Core, finish the mirror checks and edge cases lesson, then extract the survivor team. New city feature: Mirror-code walk 1: paired light posts teach left/right character comparisons.
462	moscow_ru	Moscow	RU	Daniel	Historic Core	Radio briefing: Moscow, RU is stop 462 on the national route. Secure the Moscow Power Crown in the Historic Core, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 2: shrinking light bands show low, mid, and high bounds.
463	kyiv_ua	Kyiv	UA	Daniel	Historic Core	Radio briefing: Kyiv, UA is stop 463 on the national route. Secure the Kyiv Signal Spire in the Historic Core, finish the stateful traversal through linked rescue nodes lesson, then extract the survivor team. New city feature: Evacuation chain 3: node markers show current, next, and stop sentinel movement.
464	prague_cz	Prague	CZ	Daniel	Historic Core	Radio briefing: Prague, CZ is stop 464 on the national route. Secure the Prague Rescue Arch in the Historic Core, finish the halving a sorted search space with bounds lesson, then extract the survivor team. New city feature: Sorted-cache vault 4: shrinking light bands show low, mid, and high bounds.
465	vienna_at	Vienna	AT	Daniel	Historic Core	Radio briefing: Vienna, AT is stop 465 on the national route. Secure the Vienna Data Beacon in the Historic Core, finish the array filtering with predicates lesson, then extract the survivor team. New city feature: Triage sorter 1: even-number lanes lead to rescue while odd lanes become decoys.
